Date		2019/09/12 14:39:19
Operator		LEAT  
Description		Etheta, Ephi, Magnitude and Phase		
Pol. axis		0		90		90		30
Step axis		0		180		5		30
Scan axis		0		355		5		30		25




Pol. Axis		Step Axis		Scan Axis		Magnitude		Phase
0,000		0,000		0,000		4,433		241,751
0,000		0,000		5,000		4,363		242,214
0,000		0,000		10,000		4,226		242,688
0,000		0,000		15,000		4,020		243,182
0,000		0,000		20,000		3,743		243,703
0,000		0,000		25,000		3,388		244,264
0,000		0,000		30,000		2,949		244,878
0,000		0,000		35,000		2,419		245,565
0,000		0,000		40,000		1,784		246,351
0,000		0,000		45,000		1,030		247,273
0,000		0,000		50,000		0,134		248,387
0,000		0,000		55,000		-0,934		249,785
0,000		0,000		60,000		-2,222		251,618
0,000		0,000		65,000		-3,798		254,168
0,000		0,000		70,000		-5,776		258,008
0,000		0,000		75,000		-8,342		264,497
0,000		0,000		80,000		-11,759		277,502
0,000		0,000		85,000		-15,612		308,818
0,000		0,000		90,000		-15,226		359,592
0,000		0,000		95,000		-11,291		27,695
0,000		0,000		100,000		-7,989		39,510
0,000		0,000		105,000		-5,508		45,549
0,000		0,000		110,000		-3,587		49,184
0,000		0,000		115,000		-2,051		51,624
0,000		0,000		120,000		-0,793		53,392
0,000		0,000		125,000		0,252		54,749
0,000		0,000		130,000		1,129		55,836
0,000		0,000		135,000		1,868		56,739
0,000		0,000		140,000		2,489		57,511
0,000		0,000		145,000		3,007		58,188
0,000		0,000		150,000		3,435		58,795
0,000		0,000		155,000		3,780		59,350
0,000		0,000		160,000		4,049		59,867
0,000		0,000		165,000		4,246		60,358
0,000		0,000		170,000		4,375		60,830
0,000		0,000		175,000		4,437		61,292
0,000		0,000		180,000		4,433		61,751
0,000		0,000		185,000		4,363		62,214
0,000		0,000		190,000		4,226		62,688
0,000		0,000		195,000		4,020		63,182
0,000		0,000		200,000		3,743		63,703
0,000		0,000		205,000		3,388		64,264
0,000		0,000		210,000		2,949		64,878
0,000		0,000		215,000		2,419		65,565
0,000		0,000		220,000		1,784		66,351
0,000		0,000		225,000		1,030		67,273
0,000		0,000		230,000		0,134		68,387
0,000		0,000		235,000		-0,934		69,785
0,000		0,000		240,000		-2,222		71,618
0,000		0,000		245,000		-3,798		74,168
0,000		0,000		250,000		-5,776		78,008
0,000		0,000		255,000		-8,342		84,497
0,000		0,000		260,000		-11,759		97,502
0,000		0,000		265,000		-15,612		128,818
0,000		0,000		270,000		-15,226		179,592
0,000		0,000		275,000		-11,291		207,695
0,000		0,000		280,000		-7,989		219,510
0,000		0,000		285,000		-5,508		225,549
0,000		0,000		290,000		-3,588		229,184
0,000		0,000		295,000		-2,051		231,624
0,000		0,000		300,000		-0,793		233,392
0,000		0,000		305,000		0,252		234,749
0,000		0,000		310,000		1,129		235,836
0,000		0,000		315,000		1,868		236,739
0,000		0,000		320,000		2,489		237,511
0,000		0,000		325,000		3,007		238,188
0,000		0,000		330,000		3,435		238,795
0,000		0,000		335,000		3,780		239,350
0,000		0,000		340,000		4,049		239,867
0,000		0,000		345,000		4,246		240,358
0,000		0,000		350,000		4,375		240,830
0,000		0,000		355,000		4,437		241,292
0,000		5,000		0,000		4,972		244,434
0,000		5,000		5,000		4,947		241,528
0,000		5,000		10,000		4,844		238,736
0,000		5,000		15,000		4,660		236,076
0,000		5,000		20,000		4,391		233,560
0,000		5,000		25,000		4,030		231,196
0,000		5,000		30,000		3,569		228,989
0,000		5,000		35,000		2,994		226,933
0,000		5,000		40,000		2,290		225,017
0,000		5,000		45,000		1,432		223,223
0,000		5,000		50,000		0,389		221,525
0,000		5,000		55,000		-0,887		219,889
0,000		5,000		60,000		-2,470		218,266
0,000		5,000		65,000		-4,488		216,567
0,000		5,000		70,000		-7,193		214,593
0,000		5,000		75,000		-11,194		211,677
0,000		5,000		80,000		-18,756		203,398
0,000		5,000		85,000		-25,247		63,509
0,000		5,000		90,000		-13,614		42,254
0,000		5,000		95,000		-8,784		39,111
0,000		5,000		100,000		-5,749		38,081
0,000		5,000		105,000		-3,555		37,919
0,000		5,000		110,000		-1,851		38,316
0,000		5,000		115,000		-0,471		39,147
0,000		5,000		120,000		0,678		40,334
0,000		5,000		125,000		1,652		41,808
0,000		5,000		130,000		2,487		43,504
0,000		5,000		135,000		3,208		45,357
0,000		5,000		140,000		3,830		47,308
0,000		5,000		145,000		4,363		49,305
0,000		5,000		150,000		4,815		51,307
0,000		5,000		155,000		5,189		53,288
0,000		5,000		160,000		5,486		55,232
0,000		5,000		165,000		5,707		57,138
0,000		5,000		170,000		5,852		59,013
0,000		5,000		175,000		5,919		60,873
0,000		5,000		180,000		5,908		62,735
0,000		5,000		185,000		5,819		64,616
0,000		5,000		190,000		5,651		66,533
0,000		5,000		195,000		5,404		68,498
0,000		5,000		200,000		5,078		70,516
0,000		5,000		205,000		4,671		72,588
0,000		5,000		210,000		4,182		74,708
0,000		5,000		215,000		3,607		76,866
0,000		5,000		220,000		2,939		79,047
0,000		5,000		225,000		2,168		81,236
0,000		5,000		230,000		1,279		83,417
0,000		5,000		235,000		0,248		85,575
0,000		5,000		240,000		-0,960		87,697
0,000		5,000		245,000		-2,400		89,777
0,000		5,000		250,000		-4,164		91,817
0,000		5,000		255,000		-6,418		93,846
0,000		5,000		260,000		-9,509		95,983
0,000		5,000		265,000		-14,402		98,797
0,000		5,000		270,000		-26,659		110,450
0,000		5,000		275,000		-19,910		271,102
0,000		5,000		280,000		-12,175		275,368
0,000		5,000		285,000		-8,157		276,501
0,000		5,000		290,000		-5,442		276,727
0,000		5,000		295,000		-3,408		276,364
0,000		5,000		300,000		-1,799		275,510
0,000		5,000		305,000		-0,486		274,216
0,000		5,000		310,000		0,605		272,523
0,000		5,000		315,000		1,521		270,475
0,000		5,000		320,000		2,293		268,120
0,000		5,000		325,000		2,944		265,509
0,000		5,000		330,000		3,490		262,697
0,000		5,000		335,000		3,941		259,740
0,000		5,000		340,000		4,305		256,688
0,000		5,000		345,000		4,588		253,592
0,000		5,000		350,000		4,792		250,494
0,000		5,000		355,000		4,920		247,431
0,000		10,000		0,000		4,778		243,731
0,000		10,000		5,000		4,729		238,474
0,000		10,000		10,000		4,618		233,403
0,000		10,000		15,000		4,449		228,624
0,000		10,000		20,000		4,219		224,253
0,000		10,000		25,000		3,916		220,380
0,000		10,000		30,000		3,522		217,032
0,000		10,000		35,000		3,016		214,166
0,000		10,000		40,000		2,372		211,681
0,000		10,000		45,000		1,559		209,431
0,000		10,000		50,000		0,536		207,241
0,000		10,000		55,000		-0,753		204,900
0,000		10,000		60,000		-2,389		202,132
0,000		10,000		65,000		-4,496		198,500
0,000		10,000		70,000		-7,297		193,128
0,000		10,000		75,000		-11,254		183,512
0,000		10,000		80,000		-17,307		157,776
0,000		10,000		85,000		-19,377		79,565
0,000		10,000		90,000		-13,136		41,866
0,000		10,000		95,000		-8,931		30,333
0,000		10,000		100,000		-6,002		25,189
0,000		10,000		105,000		-3,763		22,928
0,000		10,000		110,000		-1,963		22,468
0,000		10,000		115,000		-0,482		23,246
0,000		10,000		120,000		0,746		24,874
0,000		10,000		125,000		1,765		27,065
0,000		10,000		130,000		2,607		29,628
0,000		10,000		135,000		3,301		32,447
0,000		10,000		140,000		3,870		35,461
0,000		10,000		145,000		4,336		38,634
0,000		10,000		150,000		4,717		41,940
0,000		10,000		155,000		5,023		45,369
0,000		10,000		160,000		5,260		48,927
0,000		10,000		165,000		5,430		52,646
0,000		10,000		170,000		5,535		56,573
0,000		10,000		175,000		5,576		60,752
0,000		10,000		180,000		5,555		65,198
0,000		10,000		185,000		5,476		69,878
0,000		10,000		190,000		5,338		74,714
0,000		10,000		195,000		5,137		79,596
0,000		10,000		200,000		4,866		84,407
0,000		10,000		205,000		4,518		89,049
0,000		10,000		210,000		4,085		93,444
0,000		10,000		215,000		3,563		97,533
0,000		10,000		220,000		2,947		101,272
0,000		10,000		225,000		2,227		104,627
0,000		10,000		230,000		1,386		107,585
0,000		10,000		235,000		0,391		110,164
0,000		10,000		240,000		-0,810		112,427
0,000		10,000		245,000		-2,298		114,492
0,000		10,000		250,000		-4,201		116,542
0,000		10,000		255,000		-6,741		118,856
0,000		10,000		260,000		-10,411		122,022
0,000		10,000		265,000		-16,811		128,735
0,000		10,000		270,000		-30,990		239,698
0,000		10,000		275,000		-15,436		293,333
0,000		10,000		280,000		-9,890		298,106
0,000		10,000		285,000		-6,530		299,692
0,000		10,000		290,000		-4,117		299,863
0,000		10,000		295,000		-2,249		299,037
0,000		10,000		300,000		-0,754		297,437
0,000		10,000		305,000		0,454		295,218
0,000		10,000		310,000		1,428		292,469
0,000		10,000		315,000		2,205		289,215
0,000		10,000		320,000		2,819		285,439
0,000		10,000		325,000		3,306		281,129
0,000		10,000		330,000		3,699		276,320
0,000		10,000		335,000		4,023		271,112
0,000		10,000		340,000		4,294		265,657
0,000		10,000		345,000		4,512		260,107
0,000		10,000		350,000		4,670		254,572
0,000		10,000		355,000		4,760		249,106
0,000		15,000		0,000		5,292		252,379
0,000		15,000		5,000		5,117		244,055
0,000		15,000		10,000		4,940		235,309
0,000		15,000		15,000		4,783		226,788
0,000		15,000		20,000		4,601		219,159
0,000		15,000		25,000		4,308		212,742
0,000		15,000		30,000		3,831		207,417
0,000		15,000		35,000		3,136		202,746
0,000		15,000		40,000		2,235		198,165
0,000		15,000		45,000		1,170		193,219
0,000		15,000		50,000		-0,015		187,777
0,000		15,000		55,000		-1,329		182,076
