Date		2019/09/11 14:46:53
Operator		LEAT  
Description		Etheta, Ephi, Magnitude and Phase		
Pol. axis		0		90		90		30
Step axis		0		180		5		30
Scan axis		0		355		5		30		25




Pol. Axis		Step Axis		Scan Axis		Magnitude		Phase
0,000		0,000		0,000		6,781		241,751
0,000		0,000		5,000		6,711		242,214
0,000		0,000		10,000		6,575		242,688
0,000		0,000		15,000		6,369		243,182
0,000		0,000		20,000		6,091		243,703
0,000		0,000		25,000		5,736		244,264
0,000		0,000		30,000		5,298		244,878
0,000		0,000		35,000		4,767		245,565
0,000		0,000		40,000		4,133		246,351
0,000		0,000		45,000		3,379		247,273
0,000		0,000		50,000		2,483		248,387
0,000		0,000		55,000		1,414		249,785
0,000		0,000		60,000		0,127		251,618
0,000		0,000		65,000		-1,450		254,168
0,000		0,000		70,000		-3,428		258,008
0,000		0,000		75,000		-5,993		264,497
0,000		0,000		80,000		-9,411		277,502
0,000		0,000		85,000		-13,264		308,818
0,000		0,000		90,000		-12,877		359,592
0,000		0,000		95,000		-8,943		27,695
0,000		0,000		100,000		-5,640		39,510
0,000		0,000		105,000		-3,160		45,549
0,000		0,000		110,000		-1,239		49,184
0,000		0,000		115,000		0,297		51,624
0,000		0,000		120,000		1,555		53,392
0,000		0,000		125,000		2,601		54,749
0,000		0,000		130,000		3,478		55,836
0,000		0,000		135,000		4,216		56,739
0,000		0,000		140,000		4,837		57,511
0,000		0,000		145,000		5,356		58,188
0,000		0,000		150,000		5,784		58,795
0,000		0,000		155,000		6,129		59,350
0,000		0,000		160,000		6,398		59,867
0,000		0,000		165,000		6,595		60,358
0,000		0,000		170,000		6,723		60,830
0,000		0,000		175,000		6,785		61,292
0,000		0,000		180,000		6,781		61,751
0,000		0,000		185,000		6,711		62,214
0,000		0,000		190,000		6,575		62,688
0,000		0,000		195,000		6,369		63,182
0,000		0,000		200,000		6,091		63,703
0,000		0,000		205,000		5,736		64,264
0,000		0,000		210,000		5,298		64,878
0,000		0,000		215,000		4,767		65,565
0,000		0,000		220,000		4,133		66,351
0,000		0,000		225,000		3,379		67,273
0,000		0,000		230,000		2,483		68,387
0,000		0,000		235,000		1,414		69,785
0,000		0,000		240,000		0,127		71,618
0,000		0,000		245,000		-1,450		74,168
0,000		0,000		250,000		-3,428		78,008
0,000		0,000		255,000		-5,993		84,497
0,000		0,000		260,000		-9,411		97,502
0,000		0,000		265,000		-13,264		128,818
0,000		0,000		270,000		-12,877		179,592
0,000		0,000		275,000		-8,943		207,695
0,000		0,000		280,000		-5,640		219,510
0,000		0,000		285,000		-3,160		225,549
0,000		0,000		290,000		-1,239		229,184
0,000		0,000		295,000		0,297		231,624
0,000		0,000		300,000		1,555		233,392
0,000		0,000		305,000		2,601		234,749
0,000		0,000		310,000		3,478		235,836
0,000		0,000		315,000		4,216		236,739
0,000		0,000		320,000		4,837		237,511
0,000		0,000		325,000		5,356		238,188
0,000		0,000		330,000		5,784		238,795
0,000		0,000		335,000		6,129		239,350
0,000		0,000		340,000		6,398		239,867
0,000		0,000		345,000		6,595		240,358
0,000		0,000		350,000		6,723		240,830
0,000		0,000		355,000		6,785		241,292
0,000		5,000		0,000		7,320		244,434
0,000		5,000		5,000		7,295		241,528
0,000		5,000		10,000		7,192		238,736
0,000		5,000		15,000		7,008		236,076
0,000		5,000		20,000		6,739		233,560
0,000		5,000		25,000		6,379		231,196
0,000		5,000		30,000		5,917		228,989
0,000		5,000		35,000		5,343		226,933
0,000		5,000		40,000		4,638		225,017
0,000		5,000		45,000		3,781		223,223
0,000		5,000		50,000		2,738		221,525
0,000		5,000		55,000		1,462		219,889
0,000		5,000		60,000		-0,121		218,266
0,000		5,000		65,000		-2,139		216,567
0,000		5,000		70,000		-4,845		214,593
0,000		5,000		75,000		-8,845		211,677
0,000		5,000		80,000		-16,408		203,398
0,000		5,000		85,000		-22,898		63,509
0,000		5,000		90,000		-11,265		42,254
0,000		5,000		95,000		-6,435		39,111
0,000		5,000		100,000		-3,401		38,081
0,000		5,000		105,000		-1,206		37,919
0,000		5,000		110,000		0,497		38,316
0,000		5,000		115,000		1,878		39,147
0,000		5,000		120,000		3,026		40,334
0,000		5,000		125,000		4,000		41,808
0,000		5,000		130,000		4,836		43,504
0,000		5,000		135,000		5,556		45,357
0,000		5,000		140,000		6,178		47,308
0,000		5,000		145,000		6,712		49,305
0,000		5,000		150,000		7,164		51,307
0,000		5,000		155,000		7,538		53,288
0,000		5,000		160,000		7,835		55,232
0,000		5,000		165,000		8,056		57,138
0,000		5,000		170,000		8,200		59,013
0,000		5,000		175,000		8,267		60,873
0,000		5,000		180,000		8,257		62,735
0,000		5,000		185,000		8,168		64,616
0,000		5,000		190,000		8,000		66,533
0,000		5,000		195,000		7,753		68,498
0,000		5,000		200,000		7,427		70,516
0,000		5,000		205,000		7,020		72,588
0,000		5,000		210,000		6,530		74,708
0,000		5,000		215,000		5,955		76,866
0,000		5,000		220,000		5,287		79,047
0,000		5,000		225,000		4,516		81,236
0,000		5,000		230,000		3,627		83,417
0,000		5,000		235,000		2,597		85,575
0,000		5,000		240,000		1,389		87,697
0,000		5,000		245,000		-0,052		89,777
0,000		5,000		250,000		-1,816		91,817
0,000		5,000		255,000		-4,069		93,846
0,000		5,000		260,000		-7,160		95,983
0,000		5,000		265,000		-12,053		98,797
0,000		5,000		270,000		-24,311		110,450
0,000		5,000		275,000		-17,562		271,102
0,000		5,000		280,000		-9,826		275,368
0,000		5,000		285,000		-5,808		276,501
0,000		5,000		290,000		-3,094		276,727
0,000		5,000		295,000		-1,059		276,364
0,000		5,000		300,000		0,550		275,510
0,000		5,000		305,000		1,863		274,216
0,000		5,000		310,000		2,953		272,523
0,000		5,000		315,000		3,869		270,475
0,000		5,000		320,000		4,642		268,120
0,000		5,000		325,000		5,293		265,509
0,000		5,000		330,000		5,838		262,697
0,000		5,000		335,000		6,289		259,740
0,000		5,000		340,000		6,654		256,688
0,000		5,000		345,000		6,936		253,592
0,000		5,000		350,000		7,141		250,494
0,000		5,000		355,000		7,269		247,431
0,000		10,000		0,000		7,127		243,731
0,000		10,000		5,000		7,078		238,474
0,000		10,000		10,000		6,967		233,403
0,000		10,000		15,000		6,798		228,624
0,000		10,000		20,000		6,567		224,253
0,000		10,000		25,000		6,264		220,380
0,000		10,000		30,000		5,871		217,032
0,000		10,000		35,000		5,364		214,166
0,000		10,000		40,000		4,721		211,681
0,000		10,000		45,000		3,908		209,431
0,000		10,000		50,000		2,885		207,241
0,000		10,000		55,000		1,596		204,900
0,000		10,000		60,000		-0,040		202,132
0,000		10,000		65,000		-2,148		198,500
0,000		10,000		70,000		-4,948		193,128
0,000		10,000		75,000		-8,906		183,512
0,000		10,000		80,000		-14,959		157,776
0,000		10,000		85,000		-17,029		79,565
0,000		10,000		90,000		-10,788		41,866
0,000		10,000		95,000		-6,583		30,333
0,000		10,000		100,000		-3,654		25,189
0,000		10,000		105,000		-1,414		22,928
0,000		10,000		110,000		0,386		22,468
0,000		10,000		115,000		1,866		23,246
0,000		10,000		120,000		3,094		24,874
0,000		10,000		125,000		4,113		27,065
0,000		10,000		130,000		4,956		29,628
0,000		10,000		135,000		5,649		32,447
0,000		10,000		140,000		6,219		35,461
0,000		10,000		145,000		6,685		38,634
0,000		10,000		150,000		7,066		41,940
0,000		10,000		155,000		7,371		45,369
0,000		10,000		160,000		7,608		48,927
0,000		10,000		165,000		7,779		52,646
0,000		10,000		170,000		7,884		56,573
0,000		10,000		175,000		7,924		60,752
0,000		10,000		180,000		7,904		65,198
0,000		10,000		185,000		7,825		69,878
0,000		10,000		190,000		7,686		74,714
0,000		10,000		195,000		7,485		79,596
0,000		10,000		200,000		7,215		84,407
0,000		10,000		205,000		6,867		89,049
0,000		10,000		210,000		6,434		93,444
0,000		10,000		215,000		5,912		97,533
0,000		10,000		220,000		5,295		101,272
0,000		10,000		225,000		4,575		104,627
0,000		10,000		230,000		3,734		107,585
0,000		10,000		235,000		2,739		110,164
0,000		10,000		240,000		1,539		112,427
0,000		10,000		245,000		0,050		114,492
0,000		10,000		250,000		-1,852		116,542
0,000		10,000		255,000		-4,393		118,856
0,000		10,000		260,000		-8,062		122,022
0,000		10,000		265,000		-14,463		128,735
0,000		10,000		270,000		-28,642		239,698
0,000		10,000		275,000		-13,087		293,333
0,000		10,000		280,000		-7,541		298,106
0,000		10,000		285,000		-4,182		299,692
0,000		10,000		290,000		-1,768		299,863
0,000		10,000		295,000		0,100		299,037
0,000		10,000		300,000		1,595		297,437
0,000		10,000		305,000		2,803		295,218
0,000		10,000		310,000		3,776		292,469
0,000		10,000		315,000		4,553		289,215
0,000		10,000		320,000		5,168		285,439
0,000		10,000		325,000		5,655		281,129
0,000		10,000		330,000		6,047		276,320
0,000		10,000		335,000		6,372		271,112
0,000		10,000		340,000		6,642		265,657
0,000		10,000		345,000		6,860		260,107
0,000		10,000		350,000		7,018		254,572
0,000		10,000		355,000		7,108		249,106
0,000		15,000		0,000		7,641		252,379
0,000		15,000		5,000		7,465		244,055
0,000		15,000		10,000		7,288		235,309
0,000		15,000		15,000		7,132		226,788
0,000		15,000		20,000		6,950		219,159
0,000		15,000		25,000		6,657		212,742
0,000		15,000		30,000		6,179		207,417
0,000		15,000		35,000		5,484		202,746
0,000		15,000		40,000		4,583		198,165
0,000		15,000		45,000		3,519		193,219
0,000		15,000		50,000		2,333		187,777
0,000		15,000		55,000		1,019		182,076
0,000		15,000		60,000		-0,522		176,435
